2023-01-01 00:00:00,"In Kyiv, fragments of a downed rocket damaged a car in Shevchenko district, the city military administration reported.  @babel ",-1
2023-01-01 00:00:00,"Kyiv region is attacked by drones again, air defense is working.  @babel ",-1
2023-01-01 00:01:00,Explosions are also heard in the capital. Air defense is working.  @babel ,0
2023-01-01 00:04:00,"As of 01:14, all is quiet in our area  An air-raid alert has been declared throughout the country, and air defense is operating in Kiev.  The capital is being attacked by both shahids and missiles.  Follow the situation in Kiev here  There is also information about 8 (preliminary) bombers in the sky.  Be on the lookout.  The environment is being updated:  send news @niko9_bot 👉SUBSCRIBE ",1
2023-01-01 00:04:00,Kyiv region is attacked by drones - Kuleba  We are standing. Our air defense is working 🔥💪🏻  Stay in safe places.  https://t.me/operativnoZSU ,0
2023-01-01 00:04:00,The rocket that fell in Shevchenkivskyi district  https://t.me/operativnoZSU ,-1
2023-01-01 00:04:00,"Current alarm map.   Makariv head (Kyiv region) reported on the work of air defense, but the threat of katzapolitans continues  https://t.me/operativnoZSU ",-1
2023-01-01 00:04:00,Air defense is working in Makariv village in Kyiv region🇺🇦  https://t.me/operativnoZSU ,0
2023-01-01 00:06:00,"Alarm sounds all over Ukraine - threat of drone attacks  Calm in our region  Follow the situation in Ukraine TEXT  Link to us <a href=""https://t.me/+NnHkW1Kd_ophMDZi"" rel=""noopener"">https://t.me/+NnHkW1Kd_ophMDZi</a>  Send news to @Kharkiv_Lifebot  👉 ",-2
2023-01-01 00:06:00,"❎SUBSCRIBE  2 minutes, happy holidays everyone!  Send news to @Kharkiv_Lifebot  👉 ",1
2023-01-01 00:06:00,"The governor confirmed the air defense work over Belgorod and the Belgorod region.  &#34;Four shells of MLRS were shot down. According to preliminary information, there were no casualties. In the village of Novaya Nelidovka, windows were broken in four private houses. A door-to-door canvass of the area continues,&#34; said Governor Vyacheslav Gladkov.  Send news @Kharkiv_Lifebot  👉 ",0
2023-01-01 00:06:00,Kharkov military congratulates orcs with the New Year  Send news 👉 @Kharkiv_Lifebot  👉 ,0
2023-01-01 00:06:00,"🚨 AIR ALERT  flying out of the BPR no, they have a &#34;bavovna&#34; there  the reason for the alert is the checkheads.  Link to us <a href=""https://t.me/+NnHkW1Kd_ophMDZi"" rel=""noopener"">https://t.me/+NnHkW1Kd_ophMDZi</a>  Send news 👉 @Kharkiv_Lifebot  👉 ",0
2023-01-01 00:12:00,"Kyiv region is attacked by drones  &#34;We are standing. Our air defense is working. Stay in safe places&#34;, - the head of the Kyiv Regional Military Administration Kuleba. ",0
2023-01-01 00:14:00,"The KCSA reminds - the alert continues, it is too early to come out of the shelters, the terrorist threat continues!  https://t.me/operativnoZSU ",-1
2023-01-01 00:14:00,"❗️Some explosions in the center of Kiev. At least five.  More details in our Kyiv channel - <a href=""https://t.me/KyivPolitics"" rel=""noopener"">https://t.me/KyivPolitics</a>  Insider UA | Subscribe ",0
2023-01-01 00:14:00,❗️ Kyiv is working air defense!  KMWA  https://t.me/operativnoZSU ,0
2023-01-01 00:14:00,"How pathetic Russians are to think that these terrorist attacks will affect our thirst for freedom and liberty.  Each of their attacks proves even more - we have different ways of development - they have swamps and medievalism, and we are moving forward and democratic development with innovations.  https://t.me/operativnoZSU ",-2
2023-01-01 00:32:00,How do you spend New Year&#39;s Eve? ,0
2023-01-01 00:32:00, ,0
2023-01-01 00:41:00,About 20 air targets were shot down over the capital tonight  🇺🇦 Ukraine Now ,0
2023-01-01 00:41:00,Sounds of explosions that residents of Kiev listen to on New Year&#39;s Eve 🤬  🇺🇦 Ukraine Now ,0
2023-01-01 00:42:00,"⚡️Night attack on Kyiv. 23 air targets have already been shot down over the capital  In the Dnipro district, rocket fragments were found on the roadway. There are no casualties, according to KMVA.  Air alert continues, stay in shelters! ",-1
2023-01-01 00:44:00,There are also powerful explosions on the left bank. Air defense is working  Aviation has also been raised.  send news👉@novosti_kieva_bot 👉FOLLOW ,1
2023-01-01 00:44:00,Air defense forces have already destroyed 23 air targets - KMIA  send news👉@novosti_kieva_bot 👉FOLLOW ,0
2023-01-01 00:44:00,"Actually, here is the sound of the MANPAD missile  send news👉@novosti_kieva_bot 👉FOLLOW ",0
2023-01-01 00:44:00,Do not worry about it. MANPADS are used to fight drones  send news👉@novosti_kieva_bot 👉FOLLOW ,-2
2023-01-01 00:44:00,Explosions in the capital and the region are still going on - it&#39;s caused by the shahids  Already with the help of MANPADS missiles and aviation.  No enemy missiles were registered in our direction.  send news👉@novosti_kieva_bot 👉FOLLOW ,-1
2023-01-01 00:44:00,"According to unconfirmed information, there is a hit  send news👉@novosti_kieva_bot 👉FOLLOW ",-1
2023-01-01 00:44:00,"For those who do not know what a man-portable air defense system is  It fires a directed missile at the UAV. It also has a loud hissing sound. Cheap, relative to SAMs, but also effective.  send news👉@novosti_kieva_bot 👉FOLLOW ",-2
2023-01-01 00:44:00,"Night attack on Kyiv - KMWA  Preliminary information. Data is being updated.  About 20 air targets were shot down over the capital.  Rocket fragments were found on the roadway in Dniprovske. There were no casualties.  Air alert continues, stay in shelters  send news👉@novosti_kieva_bot 👉FOLLOW ",-1
2023-01-01 00:44:00,Shooting down the right bank  send news👉@novosti_kieva_bot 👉FOLLOW ,1
2023-01-01 00:44:00,"4 powerful explosions occurred on the right bank  Also reported several on the left bank  Previously, the shahids arrived along the Odesa highway  And Kyiv residents are still chanting  send news👉@novosti_kieva_bot 👉FOLLOW ",2
2023-01-01 00:45:00,"❗️There were 23 (!) aerial targets shot down over the capital, - KGVA  Rocket debris on the roadway was recorded in the Dnieper district. The explosions were powerful.  Such is the &#34;New Year&#34; for the people of Kiev. But in spite of this, people are shouting from the windows &#34;Glory to Ukraine. Putin is a dick.&#34;  UA Insider | Subscribe ",-1
2023-01-01 00:45:00,"About 20 air targets were shot down over the capital - KMIA  Rocket fragments were found on the roadway in Dniprovske. There were no casualties.  Air alert continues, stay in shelters  Data is still being updated!  https://t.me/operativnoZSU ",0
2023-01-01 00:45:00,Clarification from KMWA  Air defense forces have already destroyed 23 air targets. ,0
2023-01-01 00:45:00,"Muscovy itself has its own New Year&#39;s atmosphere, pallbearers beat slaves.  https://t.me/operativnoZSU ",0
2023-01-01 00:45:00,"Ekaterinburg 2500 km from Kyiv, some incomprehensible situation and smoke, maybe Mr. Bavovnyuk came? They say he has a long arm 😈  2023 is the year of burning Russia and big cotton in all Muscovite cities.  Hold on, dear ones, we will not be broken, and the Muscovites will come 3.14zdets  https://t.me/operativnoZSU ",-2
2023-01-01 00:46:00,"Preliminary, 23 air targets were shot down over the capital. In Dniprovskyi district, rocket fragments were found on the roadway. There were no casualties, - KMVA.  @antiitforce ",0
2023-01-01 00:46:00,Kyiv region is under attack by drones.  Fuck you.  @antiitforce ,-1
2023-01-01 00:46:00,A series of explosions over Kyiv.  Air defense is working.  @antiitforce ,0
2023-01-01 00:46:00,So that all Russians die  @antiitforce ,-1
2023-01-01 00:46:00,Everything is standard in the center of the sosia.  @antiitforce ,0
2023-01-01 00:48:00,"❗️Preliminary information on the Russian night drone strike on Kyiv.  🔹 23 air targets were shot down over the capital;  🔹 Missile fragments fell in two districts. In Dniprovskyi district - on the roadway, in Shevchenkivskyi district they damaged a car;  🔹 There were no casualties as a result of the strike.  The air alert is still ongoing, stay in shelters!  👉 Subscribe to ZN.UA ",-3
2023-01-01 00:51:00,Nothing to add 🔥  🇺🇦 Ukraine Now ,0
2023-01-01 00:53:00,"How Kyiv residents react to night explosions.  In the repertoire: the anthem of Ukraine, &#34;Chervona Kalyna&#34;, &#34;Glory to Ukraine - Glory to the Nation&#34;.  Ukrainians, you are extraordinary!  Thanks for the video to our subscriber! ",0
2023-01-01 00:55:00,Whom do these Muscovite bitches want to break?  The nation of the unconquered!  https://t.me/operativnoZSU ,0
2023-01-01 00:55:00, ,0
2023-01-01 00:58:00,New Year 2023 through the eyes of every Ukrainian.  👉 Subscribe to ZN.UA ,0
2023-01-01 01:04:00,KMWA on the missile attack on the capital  🇺🇦The Real War ,-1
2023-01-01 01:04:00,❗Nickname: Explosions are heard in the capital. Air defense is working.  🇺🇦The Real War ,0
2023-01-01 01:04:00,❗Kim warns of threat from the air  🇺🇦The Real War ,-1
2023-01-01 01:04:00,🤬Air alarm all over Ukraine! Take care of yourself  🇺🇦Real War ,-1
2023-01-01 01:04:00,Glory to Ukraine. This is how the capital sounds on New Year&#39;s Eve!  🇺🇦 Real War ,0
2023-01-01 01:04:00,"This is how the puilo &#34;congratulated&#34; Muscovites on the New Year 👹  Russian telegram channels distribute these videos and write that on the red square without any reason and explanation they are packed into cars.  Rusnya, understand the fact that you are slaves who deserve their president.  🇺🇦The Real War ",-1
2023-01-01 01:05:00,2023 is the year of the Armed Forces of Ukraine  https://t.me/operativnoZSU ,0
